SystemCash,CompanyCash,PlayersCash,Nu.Players,Nu.Cards,Operation,InvolvedP1,InvolvedP2,Avg.PlayersCash,Avg.PlayersCards
30989.201187500024,25910,5079.201187500025,906,1644,played round,"6452292858396 ($6, #Cards:2)","6452292781004 ($52, #Cards:13)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,split card,"16130732070520 ($4, #Cards:0)",,3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"16130731980380 ($22, #Cards:0)","16130732070520 ($4, #Cards:0)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"1613073198088 ($4, #Cards:0)","8065365976255 ($11, #Cards:1)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"11291512457309 ($4, #Cards:0)","1613073204117 ($11, #Cards:0)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"14517658757259 ($45, #Cards:12)","1613073205423 ($4, #Cards:0)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"1613073211846 ($4, #Cards:2)","1613073195251 ($11, #Cards:0)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,buy card,"8065365984510 ($4, #Cards:0)",,3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,played round,"12904585571248 ($20, #Cards:4)","8065366022290 ($4, #Cards:0)",3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500025,906,1644,split card,"8065365984510 ($4, #Cards:0)",,3.0895384352189783,1.814569536423841
30989.201187500024,25910,5079.201187500026,906,1645,split card,"11291512366757 ($51, #Cards:12)",,3.0876602963525834,1.815673289183223
30989.201187500024,25910,5079.201187500026,906,1645,played round,"11291512371335 ($48, #Cards:12)","6452292871628 ($0, #Cards:1)",3.0876602963525834,1.815673289183223
30989.201187500024,25910,5079.201187500026,906,1645,played round,"4839219624048 ($4, #Cards:1)","1613073198772 ($36, #Cards:5)",3.0876602963525834,1.815673289183223
30989.201187500024,25910,5079.201187500026,906,1645,buy card,"6452292816548 ($4, #Cards:0)",,3.0876602963525834,1.815673289183223
30989.201187500024,25910,5079.201187500026,907,1646,added new player,"3226146396780 ($4, #Cards:0)",,3.0857844395504253,1.814773980154355
30989.201187500024,25910,5079.201187500026,907,1646,played round,"11291512420237 ($4, #Cards:0)","14517658759464 ($6, #Cards:0)",3.0857844395504253,1.814773980154355
30989.201187500024,25910,5079.201187500026,907,1646,buy card,"1613073208890 ($4, #Cards:0)",,3.0857844395504253,1.814773980154355
30989.201187500024,25910,5079.201187500026,907,1646,buy card,"9678439241880 ($4, #Cards:0)",,3.0857844395504253,1.814773980154355
30989.201187500024,25910,5079.201187500026,908,1647,added new player,"1613073198078 ($82, #Cards:6)",,3.0839108606557377,1.8138766519823788
30993.201187500024,25914,5079.201187500026,908,1647,cash added to account,"14517658918890 ($23, #Cards:3)",,3.0839108606557377,1.8138766519823788
30993.201187500024,25914,5079.201187500026,908,1647,played round,"8065365988720 ($280, #Cards:10)","9678439175568 ($13, #Cards:3)",3.0839108606557377,1.8138766519823788
30993.201187500024,25914,5079.201187500026,908,1647,played round,"6452292821612 ($13, #Cards:3)","16130732048980 ($28, #Cards:0)",3.0839108606557377,1.8138766519823788
30993.201187500024,25914,5079.201187500026,908,1647,played round,"4839219585753 ($16, #Cards:3)","11291512535065 ($0, #Cards:0)",3.0839108606557377,1.8138766519823788
30993.201187500024,25914,5079.201187500026,908,1647,played round,"1613073209734 ($4, #Cards:4)","11291512491784 ($4, #Cards:1)",3.0839108606557377,1.8138766519823788
30994.301187500027,25916,5078.301187500027,908,1648,split card,"8065365977945 ($41, #Cards:5)",,3.0814934390169904,1.8149779735682818
30994.301187500027,25916,5078.301187500027,908,1649,split card,"12904585592584 ($20, #Cards:4)",,3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,cash added to account,"3226146433424 ($4, #Cards:0)",,3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"14517658944603 ($22, #Cards:2)","3226146403790 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"8065366021890 ($15, #Cards:0)","12904585567544 ($72, #Cards:7)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"3226146403790 ($4, #Cards:0)","1613073208207 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"3226146429562 ($8, #Cards:2)","4839219590286 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"11291512385629 ($62, #Cards:4)","4839219621036 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"8065365986310 ($4, #Cards:0)","1613073205403 ($37, #Cards:3)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,buy card,"16130732070520 ($4, #Cards:0)",,3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"12904585700392 ($13, #Cards:3)","4839219657192 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"3226146418384 ($4, #Cards:0)","16130732178580 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"12904585595136 ($4, #Cards:0)","12904585692512 ($4, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"12904585568416 ($6, #Cards:0)","11291512366757 ($4543, #Cards:24)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,played round,"12904585562008 ($234, #Cards:6)","6452292801236 ($27, #Cards:0)",3.0796247346876897,1.816079295154185
30995.301187500027,25917,5078.301187500027,908,1649,buy card,"9678439251594 ($4, #Cards:0)",,3.0796247346876897,1.816079295154185
30996.301187500027,25918,5078.301187500027,908,1649,cash added to account,"3226146441432 ($4, #Cards:1)",,3.0796247346876897,1.816079295154185
30996.301187500027,25918,5078.301187500027,909,1650,added new player,"6452292786928 ($32, #Cards:0)",,3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"8065365994110 ($10, #Cards:1)","4839219612411 ($9, #Cards:0)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"16130731975150 ($9, #Cards:0)","12904585642904 ($28, #Cards:0)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"16130732178580 ($4, #Cards:0)","9678439265406 ($4, #Cards:0)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"9678439221564 ($8, #Cards:3)","3226146431998 ($4, #Cards:2)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"14517658863720 ($6, #Cards:4)","11291512545362 ($4, #Cards:0)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,buy card,"6452292824296 ($4, #Cards:0)",,3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"14517658778994 ($4, #Cards:0)","6452292781004 ($52, #Cards:13)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,split card,"9678439184958 ($4, #Cards:0)",,3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,split card,"11291512380995 ($4, #Cards:0)",,3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"6452292797696 ($9, #Cards:0)","11291512367772 ($24, #Cards:4)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"1613073208459 ($4, #Cards:3)","8065366077285 ($13, #Cards:0)",3.0777582954545455,1.8151815181518152
30996.301187500027,25918,5078.301187500027,909,1650,played round,"11291512382255 ($18, #Cards:4)","6452292852008 ($4, #Cards:0)",3.0777582954545455,1.8151815181518152
30997.40118750003,25920,5077.401187500027,909,1651,split card,"11291512465114 ($21, #Cards:4)",,3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,buy card,"11291512371230 ($8, #Cards:0)",,3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"9678439293858 ($4, #Cards:0)","6452292781004 ($296, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"6452292853816 ($4, #Cards:0)","12904585587600 ($4, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,buy card,"9678439171506 ($4, #Cards:0)",,3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"14517658851066 ($9, #Cards:0)","16130732089310 ($21, #Cards:2)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"4839219586674 ($240, #Cards:2)","4839219658218 ($0, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,split card,"11291512431136 ($4, #Cards:0)",,3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"9678439171506 ($24, #Cards:3)","14517658855503 ($4, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"12904585611840 ($4, #Cards:0)","1613073205101 ($4, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,played round,"12904585568352 ($4, #Cards:0)","9678439172808 ($200, #Cards:0)",3.0753489930345244,1.8162816281628162
30997.40118750003,25920,5077.401187500027,909,1651,split card,"9678439180812 ($45, #Cards:0)",,3.0753489930345244,1.8162816281628162
30998.40118750003,25921,5077.401187500027,909,1651,cash added to account,"14517658945044 ($4, #Cards:0)",,3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,cash added to account,"11291512435833 ($21, #Cards:0)",,3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,played round,"9678439262628 ($4, #Cards:0)","4839219585753 ($4, #Cards:0)",3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,played round,"12904585592336 ($21, #Cards:2)","8065365977710 ($17, #Cards:0)",3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,played round,"14517658860642 ($8, #Cards:2)","14517658757259 ($15, #Cards:12)",3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,buy card,"3226146426766 ($4, #Cards:0)",,3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,909,1651,played round,"14517658895031 ($4, #Cards:0)","9678439251882 ($13, #Cards:2)",3.0753489930345244,1.8162816281628162
31001.40118750003,25924,5077.401187500027,910,1652,added new player,"3226146404416 ($46, #Cards:4)",,3.0734874016343827,1.8153846153846154
31001.40118750003,25924,5077.401187500027,910,1652,played round,"12904585727160 ($4, #Cards:2)","16130732164400 ($4, #Cards:0)",3.0734874016343827,1.8153846153846154
31001.40118750003,25924,5077.401187500027,911,1653,added new player,"11291512391894 ($56, #Cards:2)",,3.07162806261343,1.8144895718990122
31001.40118750003,25924,5077.401187500027,911,1653,played round,"6452292820804 ($4, #Cards:0)","8065366039800 ($4, #Cards:0)",3.07162806261343,1.8144895718990122
31001.40118750003,25924,5077.401187500027,911,1653,played round,"8065366022290 ($4, #Cards:0)","11291512391894 ($56, #Cards:2)",3.07162806261343,1.8144895718990122
31001.40118750003,25924,5077.401187500027,911,1653,buy card,"16130732002390 ($5, #Cards:0)",,3.07162806261343,1.8144895718990122
31002.40118750003,25925,5077.401187500027,911,1653,cash added to account,"16130732189630 ($4, #Cards:1)",,3.07162806261343,1.8144895718990122
31002.40118750003,25925,5077.401187500027,911,1653,played round,"16130731952510 ($19, #Cards:3)","12904585704488 ($27, #Cards:0)",3.07162806261343,1.8144895718990122
31002.40118750003,25925,5077.401187500027,911,1653,played round,"14517658918890 ($23, #Cards:3)","11291512380995 ($4, #Cards:0)",3.07162806261343,1.8144895718990122
31002.40118750003,25925,5077.401187500027,911,1653,played round,"9678439271316 ($4, #Cards:0)","1613073205885 ($4, #Cards:0)",3.07162806261343,1.8144895718990122
31002.40118750003,25925,5077.401187500027,911,1653,split card,"14517658873035 ($4, #Cards:0)",,3.07162806261343,1.8144895718990122
31057.40118750003,25935,5122.401187500027,911,1654,buy card,"1613073195251 ($2634, #Cards:16)",,3.0969777433494556,1.8155872667398463
31057.40118750003,25935,5122.401187500027,911,1654,played round,"4839219591339 ($11, #Cards:1)","9678439171506 ($24, #Cards:4)",3.0969777433494556,1.8155872667398463
31057.40118750003,25935,5122.401187500027,911,1654,played round,"14517658823760 ($8, #Cards:3)","4839219587229 ($43, #Cards:5)",3.0969777433494556,1.8155872667398463
31057.40118750003,25935,5122.401187500027,912,1655,added new player,"9678439257618 ($4, #Cards:3)",,3.0951064577039276,1.8146929824561404
31057.40118750003,25935,5122.401187500027,912,1655,played round,"16130731952510 ($294, #Cards:0)","6452292781004 ($52, #Cards:13)",3.0951064577039276,1.8146929824561404
31057.40118750003,25935,5122.401187500027,912,1655,played round,"9678439222830 ($4, #Cards:8)","1613073211846 ($4, #Cards:1)",3.0951064577039276,1.8146929824561404
31057.40118750003,25935,5122.401187500027,912,1655,played round,"4839219589893 ($8, #Cards:5)","12904585642904 ($28, #Cards:0)",3.0951064577039276,1.8146929824561404
31057.40118750003,25935,5122.401187500027,912,1655,played round,"14517658884987 ($4, #Cards:0)","8065366091805 ($4, #Cards:2)",3.0951064577039276,1.8146929824561404
31057.40118750003,25935,5122.401187500027,912,1655,played round,"14517658865403 ($4, #Cards:0)","4839219587922 ($32, #Cards:2)",3.0951064577039276,1.8146929824561404
31068.40118750003,25937,5131.401187500028,912,1656,buy card,"1613073195251 ($2633, #Cards:17)",,3.098672214673913,1.8157894736842106
31068.40118750003,25937,5131.401187500028,912,1657,split card,"4839219638190 ($4, #Cards:2)",,3.0968021650573325,1.8168859649122806
31068.40118750003,25937,5131.401187500028,912,1657,played round,"4839219593148 ($3, #Cards:0)","4839219592539 ($13, #Cards:0)",3.0968021650573325,1.8168859649122806
31068.40118750003,25937,5131.401187500028,912,1657,played round,"4839219612411 ($9, #Cards:0)","4839219587229 ($43, #Cards:5)",3.0968021650573325,1.8168859649122806
31068.40118750003,25937,5131.401187500028,912,1657,split card,"11291512415036 ($32, #Cards:0)",,3.0968021650573325,1.8168859649122806
31068.40118750003,25937,5131.401187500028,912,1657,split card,"12904585581072 ($5, #Cards:0)",,3.0968021650573325,1.8168859649122806
31061.301187500027,25938,5123.3011875000275,912,1656,sell card ($4.05) & buy card,"14517658897839 ($8, #Cards:1)",,3.093780910326087,1.8157894736842106
31061.301187500027,25938,5123.3011875000275,912,1656,played round,"6452292784240 ($19, #Cards:2)","3226146396212 ($33, #Cards:6)",3.093780910326087,1.8157894736842106
31069.301187500027,25946,5123.3011875000275,912,1656,cash added to account,"4839219589425 ($58, #Cards:0)",,3.093780910326087,1.8157894736842106
31069.301187500027,25946,5123.3011875000275,912,1656,played round,"14517658757259 ($116, #Cards:1)","9678439311192 ($13, #Cards:3)",3.093780910326087,1.8157894736842106
31069.301187500027,25946,5123.3011875000275,912,1656,played round,"4839219587922 ($32, #Cards:3)","3226146391548 ($42, #Cards:10)",3.093780910326087,1.8157894736842106
31080.301187500027,25948,5132.301187500027,912,1657,buy card,"1613073197546 ($30, #Cards:6)",,3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1657,played round,"14517658897839 ($17, #Cards:2)","16130731952510 ($37, #Cards:9)",3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1657,played round,"14517658889235 ($4, #Cards:0)","3226146404174 ($4, #Cards:0)",3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1658,split card,"3226146411106 ($4, #Cards:5)",,3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,played round,"16130731974450 ($26, #Cards:12)","16130731998970 ($16, #Cards:0)",3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,played round,"14517658776915 ($136, #Cards:4)","4839219588618 ($13, #Cards:0)",3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,played round,"9678439254846 ($4, #Cards:0)","3226146390502 ($8092, #Cards:12)",3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1657,sell card ($0) & buy card,"14517658920069 ($4, #Cards:0)",,3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1657,played round,"9678439251882 ($13, #Cards:2)","4839219588666 ($5, #Cards:0)",3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1657,played round,"16130731975150 ($9, #Cards:0)","12904585562008 ($37, #Cards:3)",3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,912,1658,split card,"1613073209734 ($4, #Cards:5)",,3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,split card,"11291512458156 ($4, #Cards:0)",,3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,played round,"4839219586224 ($1, #Cards:0)","3226146401022 ($4, #Cards:0)",3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1658,played round,"12904585562616 ($23, #Cards:0)","6452292822808 ($4, #Cards:0)",3.0954771939083234,1.8179824561403508
31080.301187500027,25948,5132.301187500027,912,1657,sell card ($0) & buy card,"4839219607317 ($4, #Cards:1)",,3.0973453153289077,1.8168859649122806
31080.301187500027,25948,5132.301187500027,913,1658,added new player,"11291512439368 ($9, #Cards:0)",,3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"16130731952510 ($10, #Cards:12)","16130732036230 ($256, #Cards:0)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"11291512415036 ($32, #Cards:0)","6452292781752 ($231, #Cards:9)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"4839219657192 ($4, #Cards:0)","12904585621200 ($4, #Cards:0)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"8065366063200 ($4, #Cards:0)","14517658759464 ($6, #Cards:0)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"3226146390502 ($4, #Cards:0)","3226146403790 ($4, #Cards:0)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"6452292781496 ($11, #Cards:0)","12904585610632 ($4, #Cards:0)",3.0954771939083234,1.8159912376779848
31080.301187500027,25948,5132.301187500027,913,1658,played round,"4839219640746 ($4, #Cards:2)","9678439325802 ($4, #Cards:0)",3.0954771939083234,1.8159912376779848
31091.301187500027,25950,5141.301187500027,913,1659,buy card,"1613073195905 ($20, #Cards:1)",,3.099036279385172,1.8170865279299013
31091.301187500027,25950,5141.301187500027,913,1659,split card,"11291512381149 ($4, #Cards:0)",,3.099036279385172,1.8170865279299013
31091.301187500027,25950,5141.301187500027,913,1659,played round,"14517658757259 ($14, #Cards:7)","1613073198772 ($36, #Cards:6)",3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,913,1659,cash added to account,"11291512549849 ($4, #Cards:1)",,3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,913,1659,played round,"11291512367926 ($4, #Cards:0)","6452292861208 ($0, #Cards:0)",3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,913,1659,buy card,"16130732018710 ($4, #Cards:0)",,3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,913,1659,played round,"4839219635379 ($15, #Cards:1)","4839219642138 ($4, #Cards:0)",3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,913,1659,played round,"12904585562008 ($83, #Cards:0)","16130732072200 ($6, #Cards:2)",3.099036279385172,1.8170865279299013
31092.301187500027,25951,5141.301187500027,914,1660,added new player,"8065365981030 ($33, #Cards:0)",,3.097169390060241,1.8161925601750548
31092.301187500027,25951,5141.301187500027,914,1660,buy card,"8065365986310 ($4, #Cards:0)",,3.097169390060241,1.8161925601750548
31092.301187500027,25951,5141.301187500027,914,1660,played round,"4839219586122 ($18, #Cards:0)","3226146402838 ($49, #Cards:3)",3.097169390060241,1.8161925601750548
31092.301187500027,25951,5141.301187500027,914,1659,sell card ($0) & buy card,"11291512400056 ($13, #Cards:4)",,3.099036279385172,1.8150984682713347
31083.301187500027,25951,5132.301187500027,914,1658,sell card ($0) & buy card,"16130732049180 ($13, #Cards:6)",,3.0954771939083234,1.8140043763676148
31083.301187500027,25951,5132.301187500027,915,1659,added new player,"9678439251594 ($4, #Cards:0)",,3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1659,played round,"1613073196460 ($52, #Cards:12)","3226146431710 ($4, #Cards:2)",3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1659,played round,"6452292800072 ($6, #Cards:3)","8065366071085 ($4, #Cards:0)",3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1659,played round,"3226146400922 ($4, #Cards:0)","12904585746408 ($4, #Cards:1)",3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1659,played round,"8065366021890 ($15, #Cards:0)","4839219611415 ($25, #Cards:5)",3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1659,played round,"4839219642138 ($4, #Cards:0)","12904585575696 ($7, #Cards:2)",3.0936113245931285,1.8131147540983608
31083.301187500027,25951,5132.301187500027,915,1660,split card,"1613073215070 ($4, #Cards:2)",,3.091747703313253,1.814207650273224
31087.301187500027,25955,5132.301187500027,915,1660,cash added to account,"11291512416226 ($25, #Cards:0)",,3.091747703313253,1.814207650273224
31087.301187500027,25955,5132.301187500027,915,1660,played round,"14517658895031 ($4, #Cards:0)","11291512435833 ($21, #Cards:0)",3.091747703313253,1.814207650273224
31087.301187500027,25955,5132.301187500027,915,1660,played round,"4839219585753 ($25, #Cards:0)","11291512515556 ($4, #Cards:2)",3.091747703313253,1.814207650273224
31087.301187500027,25955,5132.301187500027,916,1661,added new player,"14517658907784 ($4, #Cards:0)",,3.0898863260084286,1.8133187772925765
31087.301187500027,25955,5132.301187500027,916,1661,played round,"4839219599421 ($18, #Cards:0)","6452292781004 ($33, #Cards:0)",3.0898863260084286,1.8133187772925765
31087.301187500027,25955,5132.301187500027,916,1661,played round,"14517658757259 ($15, #Cards:11)","12904585573208 ($19, #Cards:4)",3.0898863260084286,1.8133187772925765
31087.301187500027,25955,5132.301187500027,916,1661,played round,"14517658832535 ($4, #Cards:0)","4839219587229 ($43, #Cards:5)",3.0898863260084286,1.8133187772925765
31087.301187500027,25955,5132.301187500027,916,1661,played round,"4839219593391 ($1, #Cards:0)","12904585564336 ($51, #Cards:2)",3.0898863260084286,1.8133187772925765
31087.301187500027,25955,5132.301187500027,916,1661,played round,"6452292781496 ($11, #Cards:0)","14517658884987 ($4, #Cards:0)",3.0898863260084286,1.8133187772925765
31083.251187500027,25955,5128.251187500026,916,1660,sell card ($0) & buy card,"16130731965600 ($6, #Cards:5)",,3.0893079442771083,1.8122270742358078
31083.251187500027,25955,5128.251187500026,916,1660,played round,"6452292786428 ($4, #Cards:0)","11291512419593 ($23, #Cards:5)",3.0893079442771083,1.8122270742358078
31083.846187500025,25956,5127.846187500026,916,1661,split card,"16130731952510 ($19, #Cards:4)",,3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,cash added to account,"12904585765872 ($4, #Cards:1)",,3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"8065365987930 ($4, #Cards:0)","6452292790264 ($4, #Cards:0)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"14517658907694 ($4, #Cards:0)","11291512391894 ($56, #Cards:2)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"3226146399750 ($4, #Cards:0)","16130731982390 ($4, #Cards:0)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"8065366029830 ($35, #Cards:2)","8065366038115 ($13, #Cards:2)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"11291512475453 ($4, #Cards:0)","12904585651912 ($5, #Cards:1)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"6452292784240 ($19, #Cards:2)","14517658873035 ($4, #Cards:0)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"14517658857222 ($55, #Cards:0)","3226146442478 ($0, #Cards:1)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"9678439309140 ($4, #Cards:0)","11291512475453 ($4, #Cards:0)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,916,1661,played round,"4839219585753 ($36, #Cards:0)","9678439262628 ($4, #Cards:0)",3.0872042068031305,1.8133187772925765
31084.846187500025,25957,5127.846187500026,917,1662,added new player,"6452292797416 ($8, #Cards:6)",,3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"6452292784176 ($4, #Cards:0)","16130731974450 ($26, #Cards:12)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"6452292850476 ($4, #Cards:0)","11291512367289 ($8, #Cards:0)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"11291512400056 ($13, #Cards:3)","3226146420372 ($4, #Cards:2)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"8065365997270 ($4, #Cards:0)","11291512546139 ($0, #Cards:1)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"8065365990140 ($68, #Cards:0)","4839219608313 ($51, #Cards:0)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"8065365986715 ($4, #Cards:0)","4839219612411 ($9, #Cards:0)",3.0853466832129963,1.812431842966194
31084.846187500025,25957,5127.846187500026,917,1662,played round,"3226146440138 ($4, #Cards:1)","12904585578096 ($23, #Cards:0)",3.0853466832129963,1.812431842966194
31089.846187500025,25962,5127.846187500026,917,1662,cash added to account,"11291512378454 ($43, #Cards:6)",,3.0853466832129963,1.812431842966194
31089.846187500025,25962,5127.846187500026,917,1662,played round,"3226146390502 ($291, #Cards:0)","11291512419593 ($23, #Cards:5)",3.0853466832129963,1.812431842966194
31089.846187500025,25962,5127.846187500026,917,1662,played round,"6452292843404 ($4, #Cards:2)","4839219585753 ($25, #Cards:0)",3.0853466832129963,1.812431842966194
31090.441187500026,25963,5127.441187500027,917,1663,split card,"11291512379651 ($17, #Cards:4)",,3.0832478577871316,1.8135223555070883
31090.441187500026,25963,5127.441187500027,917,1663,played round,"12904585587600 ($4, #Cards:0)","14517658757259 ($14, #Cards:7)",3.0832478577871316,1.8135223555070883
